,bitscore,annotation
no_accession_number887|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number888|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number889|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number890|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number891|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number892|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number893|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number894|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number895|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number896|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number897|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number898|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number899|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number900|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number901|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number902|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number903|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number904|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number905|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number906|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number907|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number908|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number909|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number910|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number911|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number912|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number913|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number914|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number915|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number916|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number917|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number918|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number919|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number920|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number921|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number922|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number923|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number924|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number925|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number926|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number927|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number928|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number929|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number930|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number931|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number932|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number933|Cas12u|blastp_CasPedia,533.9,cas12u
no_accession_number934|Cas12u|blastp_CasPedia,533.9,cas12u
no_accession_number935|Cas12u|blastp_CasPedia,531.3,cas12u
no_accession_number936|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number937|Cas12u|blastp_CasPedia,533.9,cas12u
no_accession_number938|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number939|Cas12u|blastp_CasPedia,533.9,cas12u
no_accession_number940|Cas12u|blastp_CasPedia,533.9,cas12u
no_accession_number941|Cas12u|blastp_CasPedia,533.9,cas12u
no_accession_number942|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number943|Cas12u|blastp_CasPedia,531.3,cas12u
no_accession_number944|Cas12u|blastp_CasPedia,533.9,cas12u
no_accession_number945|Cas12u|blastp_CasPedia,537.0,cas12u
no_accession_number946|Cas12u|blastp_CasPedia,537.0,cas12u
no_accession_number947|Cas12u|blastp_CasPedia,530.9,cas12u
no_accession_number948|Cas12u|blastp_CasPedia,534.9,cas12u
no_accession_number949|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number950|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number951|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number952|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number953|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number954|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number955|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number956|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number957|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number958|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number959|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number960|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number961|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number962|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number963|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number964|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number965|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number966|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number967|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number968|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number969|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number970|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number971|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number972|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number973|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number974|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number975|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number976|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number977|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number978|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number979|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number980|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number981|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number982|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number983|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number984|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number985|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number986|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number987|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number988|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number989|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number990|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number991|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number992|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number993|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number994|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number995|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number996|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number997|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number998|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number999|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number1000|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number1001|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number1002|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number1003|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number1004|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number1005|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number1006|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number1007|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number1008|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number1009|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number1010|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number1011|Cas12u|blastp_CasPedia,536.6,cas12u
no_accession_number1012|Cas12u|blastp_CasPedia,535.8,cas12u
no_accession_number1013|Cas12u|blastp_CasPedia,534.4,cas12u
no_accession_number1014|Cas12u|blastp_CasPedia,536.0,cas12u
no_accession_number1015|Cas12u|blastp_CasPedia,531.3,cas12u
no_accession_number1016|Cas12u|blastp_CasPedia,531.3,cas12u
no_accession_number1017|Cas12u|blastp_CasPedia,533.1,cas12u
no_accession_number1018|Cas12u|blastp_CasPedia,533.1,cas12u
no_accession_number1019|Cas12u|blastp_CasPedia,533.1,cas12u
no_accession_number1020|Cas12u|blastp_CasPedia,533.1,cas12u
no_accession_number1021|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1022|Cas12u|blastp_CasPedia,533.1,cas12u
no_accession_number1023|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1024|Cas12u|blastp_CasPedia,533.1,cas12u
no_accession_number1025|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1026|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1027|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1028|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1029|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1030|Cas12u|blastp_CasPedia,533.9,cas12u
no_accession_number1031|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1032|Cas12u|blastp_CasPedia,533.9,cas12u
no_accession_number1033|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1034|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1035|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1036|Cas12u|blastp_CasPedia,536.1,cas12u
no_accession_number1037|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1038|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1039|Cas12u|blastp_CasPedia,532.6,cas12u
no_accession_number1040|Cas12u|blastp_CasPedia,532.6,cas12u
no_accession_number1041|Cas12u|blastp_CasPedia,532.6,cas12u
no_accession_number1042|Cas12u|blastp_CasPedia,532.6,cas12u
no_accession_number1043|Cas12u|blastp_CasPedia,532.6,cas12u
no_accession_number1044|Cas12u|blastp_CasPedia,533.5,cas12u
no_accession_number1045|Cas12u|blastp_CasPedia,533.0,cas12u
no_accession_number1046|Cas12u|blastp_CasPedia,533.0,cas12u
no_accession_number1047|Cas12u|blastp_CasPedia,533.0,cas12u
no_accession_number1048|Cas12u|blastp_CasPedia,533.0,cas12u
no_accession_number1049|Cas12u|blastp_CasPedia,533.5,cas12u
no_accession_number1050|Cas12u|blastp_CasPedia,533.0,cas12u
no_accession_number1051|Cas12u|blastp_CasPedia,533.0,cas12u
no_accession_number1052|Cas12u|blastp_CasPedia,533.5,cas12u
no_accession_number1053|Cas12u|blastp_CasPedia,528.2,cas12u
no_accession_number1054|Cas12u|blastp_CasPedia,531.1,cas12u
no_accession_number1055|Cas12u|blastp_CasPedia,532.9,cas12u
no_accession_number1056|Cas12u|blastp_CasPedia,532.9,cas12u
no_accession_number1057|Cas12u|blastp_CasPedia,536.0,cas12u
no_accession_number1058|Cas12u|blastp_CasPedia,532.9,cas12u
no_accession_number1059|Cas12u|blastp_CasPedia,532.9,cas12u
no_accession_number1060|Cas12u|blastp_CasPedia,536.0,cas12u
no_accession_number1061|Cas12u|blastp_CasPedia,536.0,cas12u
no_accession_number1062|Cas12u|blastp_CasPedia,532.9,cas12u
no_accession_number1063|Cas12u|blastp_CasPedia,536.0,cas12u
no_accession_number1064|Cas12u|blastp_CasPedia,536.0,cas12u
no_accession_number1065|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1066|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1067|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1068|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1069|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1070|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1071|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1072|Cas12u|blastp_CasPedia,533.2,cas12u
no_accession_number1073|Cas12u|blastp_CasPedia,531.4,cas12u
no_accession_number1074|Cas12u|blastp_CasPedia,529.2,cas12u
no_accession_number1075|Cas12u|blastp_CasPedia,529.2,cas12u
no_accession_number1076|Cas12u|blastp_CasPedia,530.8,cas12u
no_accession_number1077|Cas12u|blastp_CasPedia,530.8,cas12u
no_accession_number1078|Cas12u|blastp_CasPedia,530.8,cas12u
no_accession_number1079|Cas12u|blastp_CasPedia,521.0,cas12u
no_accession_number1080|Cas12k|blastp_CasPedia,694.9,cas12j
no_accession_number1081|Cas12k|blastp_CasPedia,684.7,cas12j
no_accession_number1082|Cas12k|blastp_CasPedia,651.8,cas12j
no_accession_number1083|Cas12k|blastp_CasPedia,648.8,cas12j
no_accession_number1084|Cas12k|blastp_CasPedia,648.8,cas12j
no_accession_number1085|Cas12k|blastp_CasPedia,648.8,cas12j
no_accession_number1086|Cas12k|blastp_CasPedia,644.3,cas12j
no_accession_number1087|Cas12e|blastp_CasPedia,1700.1,cas12e
no_accession_number1088|Cas12e|blastp_CasPedia,1700.1,cas12e
no_accession_number1089|Cas12e|blastp_CasPedia,1698.6,cas12e
no_accession_number1090|Cas12b|blastp_CasPedia,1445.6,cas12b
no_accession_number1091|Cas12b|blastp_CasPedia,1445.6,cas12b
no_accession_number1092|Cas12b|blastp_CasPedia,1430.4,cas12b
no_accession_number1093|Cas12b|blastp_CasPedia,1427.5,cas12b
no_accession_number1094|Cas12b|blastp_CasPedia,1427.0,cas12b
no_accession_number1095|Cas12b|blastp_CasPedia,1396.7,cas12b
no_accession_number1096|Cas12g|blastp_CasPedia,1197.3,cas12g
no_accession_number1097|Cas12g|blastp_CasPedia,1197.3,cas12g
no_accession_number1098|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1099|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1100|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1101|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1102|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1103|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1104|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1105|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1106|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1107|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1108|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1109|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1110|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1111|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1112|Cas12g|blastp_CasPedia,1187.4,cas12g
no_accession_number1113|Cas12g|blastp_CasPedia,1145.2,cas12g
no_accession_number1114|Cas12g|blastp_CasPedia,1135.3,cas12g
no_accession_number1115|Cas12g|blastp_CasPedia,1135.3,cas12g
no_accession_number1116|Cas12n|blastp_CasPedia,745.5,cas12f
no_accession_number1117|Cas12a|blastp_CasPedia,1287.5,cas12a
no_accession_number1118|Cas12a|blastp_CasPedia,1287.5,cas12a
no_accession_number1119|Cas12a|blastp_CasPedia,1287.5,cas12a
no_accession_number1120|Cas12a|blastp_CasPedia,1287.3,cas12a
no_accession_number1121|Cas12n|blastp_CasPedia,766.8,cas12n
no_accession_number1122|Cas12n|blastp_CasPedia,766.8,cas12n
no_accession_number1123|Cas12n|blastp_CasPedia,766.8,cas12n
no_accession_number1124|Cas12n|blastp_CasPedia,766.8,cas12n
no_accession_number1125|Cas12n|blastp_CasPedia,766.8,cas12n
no_accession_number1126|Cas12n|blastp_CasPedia,766.8,cas12n
no_accession_number1127|Cas12n|blastp_CasPedia,766.8,cas12n
no_accession_number1128|Cas12n|blastp_CasPedia,766.8,cas12n
no_accession_number1129|Cas12n|blastp_CasPedia,766.8,cas12n
no_accession_number1130|Cas12n|blastp_CasPedia,766.8,cas12n
no_accession_number1131|Cas12n|blastp_CasPedia,764.1,cas12n
no_accession_number1132|Cas12n|blastp_CasPedia,764.1,cas12n
no_accession_number1133|Cas12n|blastp_CasPedia,764.1,cas12n
no_accession_number1134|Cas12n|blastp_CasPedia,764.1,cas12n
no_accession_number1135|Cas12n|blastp_CasPedia,764.1,cas12n
no_accession_number1136|Cas12n|blastp_CasPedia,772.2,cas12n
no_accession_number1137|Cas12n|blastp_CasPedia,772.2,cas12n
no_accession_number1138|Cas12n|blastp_CasPedia,772.2,cas12n
no_accession_number1139|Cas12n|blastp_CasPedia,776.8,cas12n
no_accession_number1140|Cas12n|blastp_CasPedia,776.8,cas12n
no_accession_number1141|Cas12n|blastp_CasPedia,775.4,cas12n
no_accession_number1142|Cas12n|blastp_CasPedia,774.6,cas12n
no_accession_number1143|Cas12n|blastp_CasPedia,774.6,cas12n
no_accession_number1144|Cas12n|blastp_CasPedia,774.6,cas12n
no_accession_number1145|Cas12n|blastp_CasPedia,774.6,cas12n
no_accession_number1146|Cas12n|blastp_CasPedia,772.8,cas12n
no_accession_number1147|Cas12n|blastp_CasPedia,770.3,cas12n
no_accession_number1148|Cas12n|blastp_CasPedia,770.3,cas12n
no_accession_number1149|Cas12n|blastp_CasPedia,770.3,cas12n
no_accession_number1150|Cas12n|blastp_CasPedia,769.1,cas12n
no_accession_number1151|Cas12n|blastp_CasPedia,769.1,cas12n
no_accession_number1152|Cas12n|blastp_CasPedia,769.3,cas12n
no_accession_number1153|Cas12n|blastp_CasPedia,771.2,cas12n
no_accession_number1154|Cas12n|blastp_CasPedia,756.9,cas12n
no_accession_number1155|Cas12n|blastp_CasPedia,765.5,cas12n
no_accession_number1156|Cas12n|blastp_CasPedia,774.7,cas12n
no_accession_number1157|Cas12n|blastp_CasPedia,761.6,cas12n
no_accession_number1158|Cas12n|blastp_CasPedia,771.4,cas12n
no_accession_number1159|Cas12n|blastp_CasPedia,771.4,cas12n
no_accession_number1160|Cas12n|blastp_CasPedia,771.4,cas12n
no_accession_number1161|Cas12n|blastp_CasPedia,771.4,cas12n
no_accession_number1162|Cas12n|blastp_CasPedia,771.4,cas12n
no_accession_number1163|Cas12n|blastp_CasPedia,771.4,cas12n
no_accession_number1164|Cas12n|blastp_CasPedia,773.0,cas12n
no_accession_number1165|Cas12n|blastp_CasPedia,770.6,cas12n
no_accession_number1166|Cas12n|blastp_CasPedia,766.0,cas12n
no_accession_number1167|Cas12n|blastp_CasPedia,769.9,cas12n
no_accession_number1168|Cas12n|blastp_CasPedia,772.5,cas12n
no_accession_number1169|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number1170|Cas12n|blastp_CasPedia,770.0,cas12n
no_accession_number1171|Cas12n|blastp_CasPedia,770.0,cas12n
no_accession_number1172|Cas12n|blastp_CasPedia,774.2,cas12n
no_accession_number1173|Cas12n|blastp_CasPedia,770.0,cas12n
no_accession_number1174|Cas12n|blastp_CasPedia,770.0,cas12n
no_accession_number1175|Cas12n|blastp_CasPedia,770.6,cas12n
no_accession_number1176|Cas12n|blastp_CasPedia,770.6,cas12n
no_accession_number1177|Cas12n|blastp_CasPedia,771.3,cas12n
no_accession_number1178|Cas12n|blastp_CasPedia,771.3,cas12n
no_accession_number1179|Cas12n|blastp_CasPedia,776.5,cas12n
no_accession_number1180|Cas12n|blastp_CasPedia,776.5,cas12n
no_accession_number1181|Cas12n|blastp_CasPedia,768.2,cas12n
no_accession_number1182|Cas12n|blastp_CasPedia,772.5,cas12n
no_accession_number1183|Cas12n|blastp_CasPedia,768.2,cas12n
no_accession_number1184|Cas12n|blastp_CasPedia,765.6,cas12n
no_accession_number1185|Cas12n|blastp_CasPedia,765.6,cas12n
no_accession_number1186|Cas12n|blastp_CasPedia,768.0,cas12n
no_accession_number1187|Cas12n|blastp_CasPedia,768.4,cas12n
no_accession_number1188|Cas12n|blastp_CasPedia,768.0,cas12n
no_accession_number1189|Cas12n|blastp_CasPedia,768.4,cas12n
no_accession_number1190|Cas12n|blastp_CasPedia,768.4,cas12n
no_accession_number1191|Cas12n|blastp_CasPedia,770.9,cas12n
no_accession_number1192|Cas12n|blastp_CasPedia,776.0,cas12n
no_accession_number1193|Cas12n|blastp_CasPedia,768.0,cas12n
no_accession_number1194|Cas12n|blastp_CasPedia,769.9,cas12n
no_accession_number1195|Cas12n|blastp_CasPedia,769.9,cas12n
no_accession_number1196|Cas12n|blastp_CasPedia,766.3,cas12n
no_accession_number1197|Cas12n|blastp_CasPedia,766.3,cas12n
no_accession_number1198|Cas12n|blastp_CasPedia,766.3,cas12n
no_accession_number1199|Cas12n|blastp_CasPedia,766.3,cas12n
no_accession_number1200|Cas12n|blastp_CasPedia,779.0,cas12n
no_accession_number1201|Cas12n|blastp_CasPedia,767.0,cas12n
no_accession_number1202|Cas12n|blastp_CasPedia,775.2,cas12n
no_accession_number1203|Cas12n|blastp_CasPedia,769.0,cas12n
no_accession_number1204|Cas12n|blastp_CasPedia,799.1,cas12n
no_accession_number1205|Cas12n|blastp_CasPedia,799.3,cas12n
no_accession_number1206|Cas12n|blastp_CasPedia,799.3,cas12n
no_accession_number1207|Cas12n|blastp_CasPedia,799.3,cas12n
no_accession_number1208|Cas12n|blastp_CasPedia,799.3,cas12n
no_accession_number1209|Cas12n|blastp_CasPedia,799.3,cas12n
no_accession_number1210|Cas12n|blastp_CasPedia,799.3,cas12n
no_accession_number1211|Cas12n|blastp_CasPedia,765.4,cas12n
no_accession_number1212|Cas12n|blastp_CasPedia,775.1,cas12n
no_accession_number1213|Cas12n|blastp_CasPedia,775.1,cas12n
no_accession_number1214|Cas12n|blastp_CasPedia,773.5,cas12n
no_accession_number1215|Cas12n|blastp_CasPedia,773.5,cas12n
no_accession_number1216|Cas12n|blastp_CasPedia,773.5,cas12n
no_accession_number1217|Cas12n|blastp_CasPedia,773.5,cas12n
no_accession_number1218|Cas12n|blastp_CasPedia,771.7,cas12n
no_accession_number1219|Cas12n|blastp_CasPedia,768.5,cas12n
no_accession_number1220|Cas12n|blastp_CasPedia,768.5,cas12n
no_accession_number1221|Cas12n|blastp_CasPedia,775.8,cas12n
no_accession_number1222|Cas12n|blastp_CasPedia,768.5,cas12n
no_accession_number1223|Cas12n|blastp_CasPedia,775.8,cas12n
no_accession_number1224|Cas12n|blastp_CasPedia,768.5,cas12n
no_accession_number1225|Cas12n|blastp_CasPedia,768.5,cas12n
no_accession_number1226|Cas12n|blastp_CasPedia,767.2,cas12n
no_accession_number1227|Cas12n|blastp_CasPedia,768.8,cas12n
no_accession_number1228|Cas12n|blastp_CasPedia,768.8,cas12n
no_accession_number1229|Cas12n|blastp_CasPedia,768.8,cas12n
no_accession_number1230|Cas12n|blastp_CasPedia,794.3,cas12n
no_accession_number1231|Cas12n|blastp_CasPedia,760.9,cas12n
no_accession_number1232|Cas12n|blastp_CasPedia,796.7,cas12n
no_accession_number1233|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number1234|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number1235|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number1236|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number1237|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number1238|Cas12n|blastp_CasPedia,795.8,cas12n
no_accession_number1239|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number1240|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number1241|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number1242|Cas12n|blastp_CasPedia,796.0,cas12n
no_accession_number1243|Cas12n|blastp_CasPedia,796.0,cas12n
no_accession_number1244|Cas12n|blastp_CasPedia,796.0,cas12n
no_accession_number1245|Cas12n|blastp_CasPedia,796.0,cas12n
no_accession_number1246|Cas12n|blastp_CasPedia,799.9,cas12n
no_accession_number1247|Cas12n|blastp_CasPedia,799.9,cas12n
no_accession_number1248|Cas12n|blastp_CasPedia,799.9,cas12n
no_accession_number1249|Cas12n|blastp_CasPedia,799.9,cas12n
no_accession_number1250|Cas12n|blastp_CasPedia,799.9,cas12n
no_accession_number1251|Cas12n|blastp_CasPedia,799.9,cas12n
no_accession_number1252|Cas12n|blastp_CasPedia,765.4,cas12n
no_accession_number1253|Cas12n|blastp_CasPedia,799.9,cas12n
no_accession_number1254|Cas12n|blastp_CasPedia,799.9,cas12n
no_accession_number1255|Cas12n|blastp_CasPedia,799.9,cas12n
no_accession_number1256|Cas12n|blastp_CasPedia,791.9,cas12n
no_accession_number1257|Cas12n|blastp_CasPedia,773.8,cas12n
no_accession_number1258|Cas12n|blastp_CasPedia,773.8,cas12n
no_accession_number1259|Cas12n|blastp_CasPedia,793.7,cas12n
no_accession_number1260|Cas12n|blastp_CasPedia,795.4,cas12n
no_accession_number1261|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number1262|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number1263|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number1264|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number1265|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number1266|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number1267|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number1268|Cas12n|blastp_CasPedia,798.1,cas12n
no_accession_number1269|Cas12n|blastp_CasPedia,798.1,cas12n
no_accession_number1270|Cas12n|blastp_CasPedia,798.0,cas12n
no_accession_number1271|Cas12n|blastp_CasPedia,774.2,cas12n
no_accession_number1272|Cas12n|blastp_CasPedia,774.2,cas12n
no_accession_number1273|Cas12n|blastp_CasPedia,798.0,cas12n
no_accession_number1274|Cas12n|blastp_CasPedia,762.2,cas12n
no_accession_number1275|Cas12n|blastp_CasPedia,798.0,cas12n
no_accession_number1276|Cas12n|blastp_CasPedia,798.0,cas12n
no_accession_number1277|Cas12n|blastp_CasPedia,798.0,cas12n
no_accession_number1278|Cas12n|blastp_CasPedia,774.2,cas12n
no_accession_number1279|Cas12n|blastp_CasPedia,798.0,cas12n
no_accession_number1280|Cas12n|blastp_CasPedia,798.0,cas12n
no_accession_number1281|Cas12n|blastp_CasPedia,798.0,cas12n
no_accession_number1282|Cas12n|blastp_CasPedia,787.7,cas12n
no_accession_number1283|Cas12n|blastp_CasPedia,798.0,cas12n
no_accession_number1284|Cas12n|blastp_CasPedia,774.2,cas12n
no_accession_number1285|Cas12n|blastp_CasPedia,774.2,cas12n
no_accession_number1286|Cas12n|blastp_CasPedia,774.2,cas12n
no_accession_number1287|Cas12n|blastp_CasPedia,787.7,cas12n
no_accession_number1288|Cas12n|blastp_CasPedia,790.2,cas12n
no_accession_number1289|Cas12n|blastp_CasPedia,771.5,cas12n
no_accession_number1290|Cas12n|blastp_CasPedia,790.2,cas12n
no_accession_number1291|Cas12n|blastp_CasPedia,771.5,cas12n
no_accession_number1292|Cas12n|blastp_CasPedia,771.5,cas12n
no_accession_number1293|Cas12n|blastp_CasPedia,771.5,cas12n
no_accession_number1294|Cas12n|blastp_CasPedia,771.5,cas12n
no_accession_number1295|Cas12n|blastp_CasPedia,792.5,cas12n
no_accession_number1296|Cas12n|blastp_CasPedia,771.5,cas12n
no_accession_number1297|Cas12n|blastp_CasPedia,770.2,cas12n
no_accession_number1298|Cas12n|blastp_CasPedia,791.4,cas12n
no_accession_number1299|Cas12n|blastp_CasPedia,770.2,cas12n
