,bitscore,annotation
CP083582|Cas12a|NCBI,13.4,csn2
CP067250|Cas12b|NCBI,28.8,cas3
CP018115|Cas12b|NCBI,28.8,cas3
CP071099|Cas12a|NCBI,179.2,DinG
CP058684|Cas12f|NCBI,281.2,cas12f
CP063958|Cas12b|NCBI,28.8,cas3
CP017888|Cas12a|NCBI,28.6,cas3
CP099815|Cas12f|NCBI,266.7,cas12n
CP030716|Cas12a|NCBI,14.9,csm2
CP095125|Cas12b|NCBI,28.8,cas3
KX838314|Cas12f|NCBI,210.9,cas12f
CP014263|Cas12f|NCBI,243.3,cas12f
AP028852|Cas12a|NCBI,111.9,DinG
AP024814|Cas12f|NCBI,211.4,cas12n
CP002069|Cas12f|NCBI,193.2,cas12u
CP092973|Cas12b|NCBI,28.8,cas3
LR882057|Cas12b|NCBI,28.8,cas3
CP045226|Cas12f|NCBI,182.3,cas12f
AP023441|Cas12a|NCBI,13.8,csa3
CP081021|Cas12a|NCBI,21.2,cas3
OY764016|Cas12a|NCBI,51.4,cas12f
CP002105|Cas12f|NCBI,128.2,cas12u
CP018900|Cas12a|NCBI,215.2,cas12f
CP016155|Cas12a|NCBI,22.0,cas3
CP065143|Cas12f|NCBI,286.1,cas12f
OX383064|Cas12a|NCBI,1272.8,cas12c
AP017632|Cas12f|NCBI,212.2,cas12f
AP028833|Cas12a|NCBI,9.5,cas8e
CP001287|Cas12f|NCBI,176.6,cas12n
CP116231|Cas12f|NCBI,176.3,DinG
CP098716|Cas12b|NCBI,26.0,cas3
AP028858|Cas12a|NCBI,111.9,DinG
CP084639|Cas12b|NCBI,26.0,cas3
CP025627|Cas12b|NCBI,28.8,cas3
CP016552|Cas12f|NCBI,222.0,cas12f
CP003409|Cas12f|NCBI,158.4,cas12f
AP027941|Cas12f|NCBI,212.0,cas12f
CP091157|Cas12b|NCBI,28.8,cas3
CP076318|Cas12b|NCBI,28.8,cas3
CP037820|Cas12f|NCBI,213.9,cas12f
CP003363|Cas12f|NCBI,230.8,cas12n
CP001839|Cas12f|NCBI,162.7,cas12f
CP051188|Cas12a|NCBI,26.0,cas3
CP026515|Cas12f|NCBI,212.0,cas12f
CP084650|Cas12b|NCBI,26.0,cas3
AP018194|Cas12f|NCBI,329.3,cas12f
CP129217|Cas12f|NCBI,250.8,cas12f
AP028817|Cas12a|NCBI,9.5,cas8e
CP104213|Cas12f|NCBI,191.4,cas12f
KF705207|Cas12a|NCBI,9.5,cas8e
CP088500|Cas12b|NCBI,28.8,cas3
CP002543|Cas12f|NCBI,99.8,cas12u
AP025625|Cas12f|NCBI,214.1,cas12f
CP086369|Cas12f|NCBI,286.1,cas12f
CP003630|Cas12f|NCBI,288.6,cas12f
AP019774|Cas12f|NCBI,144.6,cas12f
CP053781|Cas12a|NCBI,18.2,cas3
CP002164|Cas12f|NCBI,211.9,cas12n
CP083872|Cas12b|NCBI,28.8,cas3
CP014334|Cas12f|NCBI,30.0,cas3h
CP011104|Cas12f|NCBI,140.3,cas12f
CP084572|Cas12f|NCBI,14.4,cas5
CP012833|Cas12b|NCBI,126.0,DinG
CP049703|Cas12f|NCBI,190.4,cas12f
CP024948|Cas12f|NCBI,212.3,cas12f
OY282457|Cas12a|NCBI,12.5,csn2
CP034105|Cas12f|NCBI,293.5,cas12f
AP014815|Cas12f|NCBI,877.7,cas12j
LR215978|Cas12a|NCBI,16.3,cas7
CP009505|Cas12a|NCBI,65.2,csa3
CP009526|Cas12f|NCBI,227.4,cas12n
AP028638|Cas12f|NCBI,175.7,DinG
CP033605|Cas12f|NCBI,28.8,cas3
CP060873|Cas12b|NCBI,32.8,cas3
CP013331|Cas12f|NCBI,176.9,DinG
CP070233|Cas12f|NCBI,331.0,cas12f
AP028828|Cas12a|NCBI,9.5,cas8e
CP022123|Cas12f|NCBI,201.9,cas12n
OY763324|Cas12f|NCBI,212.4,cas12f
CP032900|Cas12f|NCBI,212.2,cas12f
CP003610|Cas12f|NCBI,118.3,cas12f
CP138428|Cas12b|NCBI,28.8,cas3
CP012715|Cas12f|NCBI,231.5,cas12n
CP040933|Cas12a|NCBI,10.8,cas8e
CP094078|Cas12f|NCBI,210.1,cas12n
CP098711|Cas12b|NCBI,26.0,cas3
AP028640|Cas12f|NCBI,209.0,cas12n
CP058009|Cas12b|NCBI,28.8,cas3
CP085056|Cas12b|NCBI,32.8,cas3
OP074363|Cas12a|NCBI,79.1,cas12f
AP028635|Cas12f|NCBI,209.0,cas12n
LS483306|Cas12f|NCBI,156.9,cas12n
CP081023|Cas12a|NCBI,21.2,cas3
CP098706|Cas12b|NCBI,26.0,cas3
AP018248|Cas12a|NCBI,21.5,cas4
CP032043|Cas12f|NCBI,211.1,cas12n
KX119197|Cas12f|NCBI,213.8,cas12n
LR882958|Cas12f|NCBI,280.3,cas12f
CP003056|Cas12a|NCBI,28.6,cas3
LR882941|Cas12f|NCBI,280.3,cas12f
CP037814|Cas12f|NCBI,115.5,cas12f
CP017690|Cas12a|NCBI,202.5,DinG
CP003904|Cas12f|NCBI,212.0,cas12f
CP134918|Cas12b|NCBI,28.8,cas3
LT158599|Cas12a|NCBI,27.7,cas3
CP024731|Cas12a|NCBI,231.3,cas12n
CP017921|Cas12f|NCBI,128.3,cas1
CP060293|Cas12f|NCBI,182.9,cas12f
CP115333|Cas12b|NCBI,27.1,cas3
CP043279|Cas12b|NCBI,28.8,cas3
CP002071|Cas12f|NCBI,14.8,cas2
OY282444|Cas12f|NCBI,241.6,cas12f
CP117797|Cas12f|NCBI,228.6,cas12n
CP060938|Cas12b|NCBI,28.8,cas3
AP017308|Cas12f|NCBI,276.6,cas12f
LR134220|Cas12f|NCBI,28.8,cas3
CP085052|Cas12f|NCBI,276.6,cas12f
AP024480|Cas12f|NCBI,120.3,cas12u
AP014507|Cas12a|NCBI,27.1,cas3h
AP028822|Cas12a|NCBI,111.9,DinG
CP032901|Cas12f|NCBI,209.5,cas12f
CP088660|Cas12b|NCBI,28.8,cas3
CP026325|Cas12f|NCBI,212.0,cas12f
CP091837|Cas12a|NCBI,14.4,cas7
CP021056|Cas12a|NCBI,12.8,cas3
CP066325|Cas12f|NCBI,276.6,cas12f
CP137935|Cas12b|NCBI,28.8,cas3
OP072605|Cas12f|NCBI,69.0,cas12u
OX383040|Cas12a|NCBI,1272.8,cas12c
CP134690|Cas12f|NCBI,213.9,cas12f
CP117032|Cas12f|NCBI,31.2,cas3
CP118392|Cas12a|NCBI,22.0,cas3
CP056632|Cas12b|NCBI,36.8,cas3
CP030118|Cas12f|NCBI,167.4,cas12n
CP002326|Cas12f|NCBI,211.7,cas12n
CP076401|Cas12f|NCBI,213.9,cas12f
CP058282|Cas12f|NCBI,198.1,cas12n
OX382889|Cas12a|NCBI,1272.8,cas12c
AP028824|Cas12a|NCBI,9.5,cas8e
CP092026|Cas12f|NCBI,215.2,cas12f
CP084652|Cas12b|NCBI,26.0,cas3
BK047914|Cas12f|NCBI,250.6,cas12f
CP064767|Cas12a|NCBI,28.6,cas3
CP062933|Cas12a|NCBI,11.7,cas12a
AE008384|Cas12f|NCBI,31.2,cas3
CP084648|Cas12b|NCBI,26.0,cas3
CP122727|Cas12b|NCBI,27.0,cas3
CP070511|Cas12a|NCBI,189.9,DinG
OY730443|Cas12f|NCBI,201.8,cas12f
CP058342|Cas12b|NCBI,28.8,cas3
AP028859|Cas12a|NCBI,9.5,cas8e
BK039752|Cas12f|NCBI,205.6,cas12n
CP125059|Cas12b|NCBI,28.8,cas3
CP024912|Cas12a|NCBI,15.1,cas12f
CP051430|Cas12b|NCBI,28.9,cas3
CP034791|Cas12f|NCBI,187.9,cas12f
CP010995|Cas12a|NCBI,13.2,cas8b
AP018280|Cas12a|NCBI,14.9,csa3
CP095529|Cas12b|NCBI,28.8,cas3
CP086351|Cas12f|NCBI,276.6,cas12f
CP071987|Cas12f|NCBI,196.1,cas12n
CP053468|Cas12f|NCBI,230.2,cas12n
CP050440|Cas12a|NCBI,1041.9,cas12k
CP018121|Cas12b|NCBI,28.8,cas3
CP086481|Cas12a|NCBI,9.5,cas8e
CP009516|Cas12f|NCBI,234.6,cas12n
CP082237|Cas12f|NCBI,226.2,cas12f
KF861863|Cas12f|NCBI,211.1,cas12f
CP133076|Cas12f|NCBI,221.9,cas12f
CP000702|Cas12f|NCBI,162.0,cas12f
CP063785|Cas12f|NCBI,419.0,cas12f
CP051291|Cas12f|NCBI,213.6,cas12n
CP133598|Cas12a|NCBI,23.0,cas3
CP030364|Cas12a|NCBI,14.9,csm2
CP020379|Cas12f|NCBI,212.8,cas12f
AP014638|Cas12b|NCBI,923.5,cas12j
CP026323|Cas12f|NCBI,212.0,cas12f
AP028847|Cas12a|NCBI,111.9,DinG
CP071097|Cas12a|NCBI,179.3,DinG
CP085188|Cas12b|NCBI,25.5,cas3
CP113865|Cas12f|NCBI,154.8,csm6
CP074337|Cas12b|NCBI,126.0,DinG
CP128494|Cas12f|NCBI,250.3,cas12f
CP000916|Cas12a|NCBI,16.4,csa3
CP085054|Cas12f|NCBI,276.6,cas12f
LR890651|Cas12b|NCBI,28.8,cas3
CP089142|Cas12b|NCBI,28.8,cas3
CP042326|Cas12f|NCBI,291.1,cas12f
CP024703|Cas12a|NCBI,175.7,DinG
CP024704|Cas12f|NCBI,231.5,cas12n
CP073721|Cas12a|NCBI,58.1,csa3
